video_file,srt_file,Output Video,timestamp
"[[""\u672f\u8bed\u8bbf\u8c08 - AI4Science\u4e4b\u667a\u80fd\u65b0\u836f\u7814\u53d1+20231127.mp4""]]","[[""test.srt""]]",.gradio/flagged/Output Video/68a2ce0f09fe29c31711/output.mp4,2024-10-19 14:06:12.382963
